"","tconst","name","nconst","category","deathYear","knownForTitles","oscar_no","oscar_yr","award","movie","birth_pl","birth_y","titleType","primaryTitle","startYear","genres"
"3041","tt0051459","Elizabeth Taylor","nm0000072","actress","2011","tt0053318,tt0056937,tt0051459,tt0061184","33",1961,"Best actress","Butterfield 8","England",1932,"movie","Cat on a Hot Tin Roof","1958","Drama"
"3042","tt0051466","Joan Fontaine","nm0000021","actress","2013","tt0034248,tt0040536,tt0032976,tt0035751","14",1942,"Best actress","Suspicion","Japan",1917,"movie","A Certain Smile","1958","Drama"
"3043","tt0051496","Jack Lemmon","nm0000493","actor","2001","tt0053291,tt0104348,tt0053604,tt0107050","46",1974,"Best actor","Save the Tiger","Massachusetts",1925,"movie","Cowboy","1958","Western"
"3044","tt0051500","Jack Nicholson","nm0000197","actor","\N","tt0073486,tt0119822,tt0407887,tt0071315","48",1976,"Best actor","One Flew Over The Cuckoo's Nes","New York",1937,"movie","The Cry Baby Killer","1958","Crime,Drama,Thriller"
"3045","tt0051501","Rod Steiger","nm0001768","actor","2002","tt0067140,tt0061811,tt0059575,tt0047296","40",1968,"Best actor","In the Heat of the Night","New York",1925,"movie","Cry Terror!","1958","Crime,Film-Noir,Thriller"
"3046","tt0051523","Cliff Robertson","nm0731772","actor","2011","tt0145487,tt0116225,tt0073802,tt0316654","41",1969,"Best actor","Charly","California",1925,"tvEpisode","Days of Wine and Roses","1958","Comedy,Crime,Drama"
"3047","tt0051524","Broderick Crawford","nm0002024","actor","1986","tt0041113,tt0034965,tt0047879,tt0042276","22",1950,"Best actor","All the King's Men","Pennsylvania",1911,"movie","The Decks Ran Red","1958","Adventure,Crime,Drama"
"3048","tt0051525","Sidney Poitier","nm0001627","actor","\N","tt0051525,tt0057251,tt0061811,tt0061735","36",1964,"Best actor","Lilies of the Field","Florida",1927,"movie","The Defiant Ones","1958","Crime,Drama"
"3049","tt0051534","Sophia Loren","nm0000047","actress","\N","tt0060121,tt0058335,tt0054749,tt0076085","34",1962,"Best actress","Two Women","Italy",1934,"movie","Desire Under the Elms","1958","Drama,Romance"
"3050","tt0051711","Victor McLaglen","nm0572142","actor","1959","tt0045061,tt0026529,tt0024141,tt0040369","8",1936,"Best actor","The Informer","England",1883,"movie","The Italians They Are Crazy","1958","Comedy"
"3051","tt0051719","Gregory Peck","nm0000060","actor","2003","tt0056592,tt0046250,tt0077269,tt0038109","35",1963,"Best actor","To Kill a Mockingbird","California",1916,"movie","The Hidden World","1958","Documentary"
"3052","tt0051739","Alec Guinness","nm0000027","actor","2000","tt0050212,tt0041546,tt0051739,tt0076759","30",1958,"Best actor","The Bridge On The River Kwai","England",1914,"movie","The Horse's Mouth","1958","Comedy"
"3053","tt0051742","Shirley MacLaine","nm0000511","actress","\N","tt0048750,tt0053604,tt0086425,tt0098384","56",1984,"Best actress","Terms of Endearment","Virginia",1934,"movie","Hot Spell","1958","Drama"
"3054","tt0051745","Sophia Loren","nm0000047","actress","\N","tt0060121,tt0058335,tt0054749,tt0076085","34",1962,"Best actress","Two Women","Italy",1934,"movie","Houseboat","1958","Comedy,Drama,Family"
"3055","tt0051758","Susan Hayward","nm0001333","actress","1975","tt0045333,tt0048191,tt0041672,tt0051758","31",1959,"Best actress","I Want to Live!","New York",1917,"movie","I Want to Live!","1958","Biography,Crime,Drama"
"3056","tt0051773","Ingrid Bergman","nm0000006","actress","1982","tt0038109,tt0077711,tt0036855,tt0034583","17",1945,"Best actress","Gaslight","Sweden",1915,"movie","Indiscreet","1958","Comedy,Romance"
"3057","tt0051776","Ingrid Bergman","nm0000006","actress","1982","tt0038109,tt0077711,tt0036855,tt0034583","17",1945,"Best actress","Gaslight","Sweden",1915,"movie","The Inn of the Sixth Happiness","1958","Biography,Drama,War"
"3058","tt0051816","Sophia Loren","nm0000047","actress","\N","tt0060121,tt0058335,tt0054749,tt0076085","34",1962,"Best actress","Two Women","Italy",1934,"movie","The Key","1958","Drama,Romance,War"
"3059","tt0051816","William Holden","nm0000034","actor","1981","tt0047437,tt0043014,tt0046359,tt0074958","26",1954,"Best actor","Stalag 17","Illinois",1918,"movie","The Key","1958","Drama,Romance,War"
"3060","tt0051817","Maximilian Schell","nm0001703","actor","2014","tt0120877,tt0055031,tt0075784,tt0120647","34",1962,"Best actor","Judgment at Nuremburg","Austria",1930,"movie","Kinder der Berge","1958","Drama"
"3061","tt0051845","Spencer Tracy","nm0000075","actor","1967","tt0047849,tt0053946,tt0055031,tt0061735","10",1938,"Best actor","Captains Courageous","Wisconsin",1900,"movie","The Last Hurrah","1958","Comedy,Drama"
"3062","tt0051849","Paul Newman","nm0000056","actor","2008","tt0084855,tt0061512,tt0054997,tt0257044","59",1987,"Best actor","The Color of Money","Ohio",1925,"movie","The Left Handed Gun","1958","Western"
"3063","tt0051850","Bing Crosby","nm0001078","actor","1977","tt0049314,tt0036872,tt0046874,tt0047673","17",1945,"Best actor","Going My Way","Washington",1903,"short","The Legend of Sleepy Hollow","1949","Animation,Comedy,Family"
"3064","tt0051864","Jessica Tandy","nm0001788","actress","1994","tt0092494,tt0056869,tt0097239,tt0101921","62",1990,"Best actress","Driving Miss Daisy","England",1909,"movie","The Light in the Forest","1958","Adventure,Drama,Family"
"3065","tt0051878","Paul Newman","nm0000056","actor","2008","tt0084855,tt0061512,tt0054997,tt0257044","59",1987,"Best actor","The Color of Money","Ohio",1925,"movie","The Long, Hot Summer","1958","Drama"
"3066","tt0051878","Joanne Woodward","nm0940946","actress","\N","tt0107818,tt0063483,tt0051077,tt0068528","30",1958,"Best actress","The Three Faces of Eve","Georgia",1930,"movie","The Long, Hot Summer","1958","Drama"
"3067","tt0051899","Gary Cooper","nm0000011","actor","1961","tt0044706,tt0027996,tt0035211,tt0034167","14",1942,"Best actor","Sergeant York","Montana",1901,"movie","Man of the West","1958","Drama,Romance,Western"
"3068","tt0051913","Shirley MacLaine","nm0000511","actress","\N","tt0048750,tt0053604,tt0086425,tt0098384","56",1984,"Best actress","Terms of Endearment","Virginia",1934,"movie","The Matchmaker","1958","Comedy,Romance"
"3069","tt0051936","Lee Marvin","nm0001511","actor","1987","tt0061578,tt0059017,tt0064782,tt0060862","38",1966,"Best actor","Cat Ballou","New York",1924,"movie","The Missouri Traveler","1958","Drama,Family,Western"
"3070","tt0051978","Cliff Robertson","nm0731772","actor","2011","tt0145487,tt0116225,tt0073802,tt0316654","41",1969,"Best actor","Charly","California",1925,"movie","The Naked and the Dead","1958","Drama,War"
"3071","tt0051986","Anna Magnani","nm0536167","actress","1973","tt0048563,tt0040092,tt0038890,tt0039682","28",1956,"Best actress","The Rose Tattoo","Italy",1908,"movie","...and the Wild Wild Women","1959","Drama"
"3072","tt0052013","Maggie Smith","nm0001749","actress","\N","tt0280707,tt1412386,tt3722070,tt0091867","42",1970,"Best actress","The Prime of Miss Jean Brodie","England",1934,"movie","Nowhere to Go","1958","Crime,Drama"
"3073","tt0052027","Spencer Tracy","nm0000075","actor","1967","tt0047849,tt0053946,tt0055031,tt0061735","10",1938,"Best actor","Captains Courageous","Wisconsin",1900,"movie","The Old Man and the Sea","1958","Adventure,Drama"
"3074","tt0052097","Olivia de Havilland","nm0000014","actress","2020","tt0041452,tt0040806,tt0031381,tt0029843","19",1947,"Best actress","To Each His Own","Japan",1916,"movie","The Proud Rebel","1958","Western"
"3075","tt0052117","Paul Newman","nm0000056","actor","2008","tt0084855,tt0061512,tt0054997,tt0257044","59",1987,"Best actor","The Color of Money","Ohio",1925,"movie","Rally 'Round the Flag, Boys!","1958","Comedy"
"3076","tt0052117","Joanne Woodward","nm0940946","actress","\N","tt0107818,tt0063483,tt0051077,tt0068528","30",1958,"Best actress","The Three Faces of Eve","Georgia",1930,"movie","Rally 'Round the Flag, Boys!","1958","Comedy"
"3077","tt0052126","Rex Harrison","nm0001322","actor","1990","tt0039420,tt0061584,tt0056937,tt0058385","37",1965,"Best actor","My Fair Lady","England",1908,"movie","The Reluctant Debutante","1958","Comedy,Romance"
"3078","tt0052151","Clark Gable","nm0000022","actor","1960","tt0026752,tt0025316,tt0023382,tt0031381","7",1935,"Best actor","It Happened One Night","Ohio",1901,"movie","Run Silent Run Deep","1958","Action,Drama,War"
"3079","tt0052151","Burt Lancaster","nm0000044","actor","1994","tt0045793,tt0051036,tt0050468,tt0080388","33",1961,"Best actor","Elmer Gantry","New York",1913,"movie","Run Silent Run Deep","1958","Action,Drama,War"
"3080","tt0052155","Ray Milland","nm0001537","actor","1986","tt0037884,tt0046912,tt0066011,tt0037415","18",1946,"Best actor","The Lost Weekend","Wales",1905,"movie","The Safecracker","1958","Crime,Drama,War"
"3081","tt0052170","Victor McLaglen","nm0572142","actor","1959","tt0045061,tt0026529,tt0024141,tt0040369","8",1936,"Best actor","The Informer","England",1883,"movie","Sea Fury","1958","Action,Adventure,Drama"
"3082","tt0052182","Burt Lancaster","nm0000044","actor","1994","tt0045793,tt0051036,tt0050468,tt0080388","33",1961,"Best actor","Elmer Gantry","New York",1913,"movie","Separate Tables","1958","Drama,Romance"
"3083","tt0052182","David Niven","nm0000057","actor","1983","tt0057413,tt0061452,tt0074937,tt0052182","31",1959,"Best actor","Separate Tables","Wales",1910,"movie","Separate Tables","1958","Drama,Romance"
"3084","tt0052190","Shirley MacLaine","nm0000511","actress","\N","tt0048750,tt0053604,tt0086425,tt0098384","56",1984,"Best actress","Terms of Endearment","Virginia",1934,"movie","The Sheepman","1958","Action,Romance,Western"
"3085","tt0052218","Shirley MacLaine","nm0000511","actress","\N","tt0048750,tt0053604,tt0086425,tt0098384","56",1984,"Best actress","Terms of Endearment","Virginia",1934,"movie","Some Came Running","1958","Drama,Romance"
"3086","tt0052235","Henry Fonda","nm0000020","actor","1982","tt0082846,tt0050083,tt0051207,tt0032551","54",1982,"Best actor","On Golden Pond","Nebraska",1905,"movie","Stage Struck","1958","Drama,Romance"
"3087","tt0052278","Clark Gable","nm0000022","actor","1960","tt0026752,tt0025316,tt0023382,tt0031381","7",1935,"Best actor","It Happened One Night","Ohio",1901,"movie","Teacher's Pet","1958","Comedy,Romance"
"3088","tt0052283","Gary Cooper","nm0000011","actor","1961","tt0044706,tt0027996,tt0035211,tt0034167","14",1942,"Best actor","Sergeant York","Montana",1901,"movie","Ten North Frederick","1958","Drama,Romance"
"3089","tt0052303","Ernest Borgnine","nm0000308","actor","2012","tt0119177,tt0082340,tt0048356,tt0069113","28",1956,"Best actor","Marty","Connecticut",1917,"movie","Torpedo Run","1958","Drama,War"
"3090","tt0052311","Charlton Heston","nm0000032","actor","2008","tt0049833,tt0052618,tt0063442,tt0070723","32",1960,"Best actor","Ben-Hur","Illinois",1923,"movie","Touch of Evil","1958","Crime,Drama,Film-Noir"
"3091","tt0052357","James Stewart","nm0000071","actor","1997","tt0031679,tt0052357,tt0032904,tt0052561","13",1941,"Best actor","The Philadelphia Story","Pennsylvania",1908,"movie","Vertigo","1958","Mystery,Romance,Thriller"
"3092","tt0052365","Ernest Borgnine","nm0000308","actor","2012","tt0119177,tt0082340,tt0048356,tt0069113","28",1956,"Best actor","Marty","Connecticut",1917,"movie","The Vikings","1958","Action,Adventure,History"
"3093","tt0052370","Sidney Poitier","nm0001627","actor","\N","tt0051525,tt0057251,tt0061811,tt0061735","36",1964,"Best actor","Lilies of the Field","Florida",1927,"movie","Our Virgin Island","1958","Adventure,Drama,Romance"
"3094","tt0052398","Peter Finch","nm0002075","actor","1977","tt0074958,tt0054403,tt0061648,tt0067805","49",1977,"Best actor","Network","England",1916,"movie","Windom's Way","1957","Drama"
"3095","tt0052415","Marlon Brando","nm0000008","actor","2004","tt0070849,tt0068646,tt0047296,tt0078788","27",1955,"Best actor","On The Waterfront","Nebraska",1924,"movie","The Young Lions","1958","Action,Drama,War"
"3096","tt0052454","Gene Hackman","nm0000432","actor","\N","tt0067116,tt0265666,tt0105695,tt0069113","44",1972,"Best actor","The French Connection","California",1930,"tvSeries","Brenner","1959","Crime,Drama"
"3097","tt0052462","Henry Fonda","nm0000020","actor","1982","tt0082846,tt0050083,tt0051207,tt0032551","54",1982,"Best actor","On Golden Pond","Nebraska",1905,"tvSeries","The Deputy","1959","Western"
"3098","tt0052491","Ray Milland","nm0001537","actor","1986","tt0037884,tt0046912,tt0066011,tt0037415","18",1946,"Best actor","The Lost Weekend","Wales",1905,"tvSeries","Markham","1959","Crime,Drama"
"3099","tt0052543","Rod Steiger","nm0001768","actor","2002","tt0067140,tt0061811,tt0059575,tt0047296","40",1968,"Best actor","In the Heat of the Night","New York",1925,"movie","Al Capone","1959","Biography,Crime,Drama"
"3100","tt0052561","James Stewart","nm0000071","actor","1997","tt0031679,tt0052357,tt0032904,tt0052561","13",1941,"Best actor","The Philadelphia Story","Pennsylvania",1908,"movie","Anatomy of a Murder","1959","Crime,Drama,Mystery"
"3101","tt0052582","Cliff Robertson","nm0731772","actor","2011","tt0145487,tt0116225,tt0073802,tt0316654","41",1969,"Best actor","Charly","California",1925,"movie","As the Sea Rages","1959","Drama"
"3102","tt0052583","David Niven","nm0000057","actor","1983","tt0057413,tt0061452,tt0074937,tt0052182","31",1959,"Best actor","Separate Tables","Wales",1910,"movie","Ask Any Girl","1959","Comedy,Romance"
"3103","tt0052583","Shirley MacLaine","nm0000511","actress","\N","tt0048750,tt0053604,tt0086425,tt0098384","56",1984,"Best actress","Terms of Endearment","Virginia",1934,"movie","Ask Any Girl","1959","Comedy,Romance"
"3104","tt0052606","Cliff Robertson","nm0731772","actor","2011","tt0145487,tt0116225,tt0073802,tt0316654","41",1969,"Best actor","Charly","California",1925,"movie","Battle of the Coral Sea","1959","Action,Drama,Romance"
"3105","tt0052616","Claudette Colbert","nm0001055","actress","1996","tt0043041,tt0037280,tt0036367,tt0025316","7",1935,"Best actress","It Happened One Night","France",1903,"tvMovie","The Bells of St. Mary's","1959","Drama"
"3106","tt0052617","Gregory Peck","nm0000060","actor","2003","tt0056592,tt0046250,tt0077269,tt0038109","35",1963,"Best actor","To Kill a Mockingbird","California",1916,"movie","Beloved Infidel","1959","Biography,Drama,Romance"
"3107","tt0052618","Charlton Heston","nm0000032","actor","2008","tt0049833,tt0052618,tt0063442,tt0070723","32",1960,"Best actor","Ben-Hur","Illinois",1923,"movie","Ben-Hur","1959","Adventure,Drama,History"
"3108","tt0052631","Sophia Loren","nm0000047","actress","\N","tt0060121,tt0058335,tt0054749,tt0076085","34",1962,"Best actress","Two Women","Italy",1934,"movie","The Black Orchid","1958","Drama,Romance"
"3109","tt0052662","Clark Gable","nm0000022","actor","1960","tt0026752,tt0025316,tt0023382,tt0031381","7",1935,"Best actor","It Happened One Night","Ohio",1901,"movie","But Not for Me","1959","Comedy,Romance"
"3110","tt0052673","Shirley MacLaine","nm0000511","actress","\N","tt0048750,tt0053604,tt0086425,tt0098384","56",1984,"Best actress","Terms of Endearment","Virginia",1934,"movie","Career","1959","Drama"
"3111","tt0052735","Laurence Olivier","nm0000059","actor","1989","tt0069281,tt0032976,tt0074860,tt0077269","21",1949,"Best actor","Hamlet","England",1907,"movie","The Devil's Disciple","1959","Comedy,History,Romance"
"3112","tt0052735","Burt Lancaster","nm0000044","actor","1994","tt0045793,tt0051036,tt0050468,tt0080388","33",1961,"Best actor","Elmer Gantry","New York",1913,"movie","The Devil's Disciple","1959","Comedy,History,Romance"
"3113","tt0052792","James Stewart","nm0000071","actor","1997","tt0031679,tt0052357,tt0032904,tt0052561","13",1941,"Best actor","The Philadelphia Story","Pennsylvania",1908,"movie","The FBI Story","1959","Crime,Drama,History"
"3114","tt0052832","Joanne Woodward","nm0940946","actress","\N","tt0107818,tt0063483,tt0051077,tt0068528","30",1958,"Best actress","The Three Faces of Eve","Georgia",1930,"movie","The Fugitive Kind","1960","Drama,Romance"
"3115","tt0052832","Marlon Brando","nm0000008","actor","2004","tt0070849,tt0068646,tt0047296,tt0078788","27",1955,"Best actor","On The Waterfront","Nebraska",1924,"movie","The Fugitive Kind","1960","Drama,Romance"
"3116","tt0052832","Anna Magnani","nm0536167","actress","1973","tt0048563,tt0040092,tt0038890,tt0039682","28",1956,"Best actress","The Rose Tattoo","Italy",1908,"movie","The Fugitive Kind","1960","Drama,Romance"
"3117","tt0052847","Cliff Robertson","nm0731772","actor","2011","tt0145487,tt0116225,tt0073802,tt0316654","41",1969,"Best actor","Charly","California",1925,"movie","Gidget","1959","Comedy"
"3118","tt0052864","Audrey Hepburn","nm0000030","actress","1993","tt0046250,tt0054698,tt0056923,tt0058385","26",1954,"Best actress","Roman Holiday","Belgium",1929,"movie","Green Mansions","1959","Adventure,Drama,Romance"
"3119","tt0052876","George C. Scott","nm0001715","actor","1999","tt0054997,tt0080516,tt0057012,tt0066206","43",1971,"Best actor","Patton","Virginia",1927,"movie","The Hanging Tree","1959","Western"
"3120","tt0052876","Gary Cooper","nm0000011","actor","1961","tt0044706,tt0027996,tt0035211,tt0034167","14",1942,"Best actor","Sergeant York","Montana",1901,"movie","The Hanging Tree","1959","Western"
"3121","tt0052878","David Niven","nm0000057","actor","1983","tt0057413,tt0061452,tt0074937,tt0052182","31",1959,"Best actor","Separate Tables","Wales",1910,"movie","Happy Anniversary","1959","Comedy"
"3122","tt0052897","Jane Wyman","nm0943837","actress","2007","tt0043350,tt0047811,tt0047203,tt0081858","21",1949,"Best actress","Johnny Belinda","Missouri",1914,"movie","Holiday for Lovers","1959","Comedy"
"3123","tt0052902","John Wayne","nm0000078","actor","1979","tt0031971,tt0065126,tt0053580,tt0056217","42",1970,"Best actor","True Grit","Iowa",1907,"movie","The Horse Soldiers","1959","Adventure,Romance,War"
"3124","tt0052902","William Holden","nm0000034","actor","1981","tt0047437,tt0043014,tt0046359,tt0074958","26",1954,"Best actor","Stalag 17","Illinois",1918,"movie","The Horse Soldiers","1959","Adventure,Romance,War"
"3125","tt0052933","Jack Lemmon","nm0000493","actor","2001","tt0053291,tt0104348,tt0053604,tt0107050","46",1974,"Best actor","Save the Tiger","Massachusetts",1925,"movie","It Happened to Jane","1959","Comedy"
"3126","tt0052950","Yul Brynner","nm0000989","actor","1985","tt0049833,tt0070909,tt0054047,tt0049408","29",1957,"Best actor","The King and I","Russia",1915,"movie","The Journey","1959","Drama,Romance,War"
"3127","tt0052990","Paul Muni","nm0612847","actor","1967","tt0023427,tt0028313,tt0029146,tt0023042","9",1937,"Best actor","The Story of Louis Pasteur","Poland",1895,"movie","The Last Angry Man","1959","Drama"
"3128","tt0053003","Olivia de Havilland","nm0000014","actress","2020","tt0041452,tt0040806,tt0031381,tt0029843","19",1947,"Best actress","To Each His Own","Japan",1916,"movie","Libel","1959","Drama,Mystery"
"3129","tt0053043","Henry Fonda","nm0000020","actor","1982","tt0082846,tt0050083,tt0051207,tt0032551","54",1982,"Best actor","On Golden Pond","Nebraska",1905,"movie","The Man Who Understood Women","1959","Comedy"
"3130","tt0053079","Laurence Olivier","nm0000059","actor","1989","tt0069281,tt0032976,tt0074860,tt0077269","21",1949,"Best actor","Hamlet","England",1907,"tvMovie","The Moon and Sixpence","1959","Drama"
"3131","tt0053109","James Cagney","nm0000010","actor","1986","tt0029870,tt0031867,tt0035575,tt0042041","15",1943,"Best actor","Yankee Doodle Dandy","New York",1899,"movie","Never Steal Anything Small","1959","Comedy,Drama,Musical"
"3132","tt0053131","Audrey Hepburn","nm0000030","actress","1993","tt0046250,tt0054698,tt0056923,tt0058385","26",1954,"Best actress","Roman Holiday","Belgium",1929,"movie","The Nun's Story","1959","Drama"
"3133","tt0053131","Peter Finch","nm0002075","actor","1977","tt0074958,tt0054403,tt0061648,tt0067805","49",1977,"Best actor","Network","England",1916,"movie","The Nun's Story","1959","Drama"
"3134","tt0053137","Gregory Peck","nm0000060","actor","2003","tt0056592,tt0046250,tt0077269,tt0038109","35",1963,"Best actor","To Kill a Mockingbird","California",1916,"movie","On the Beach","1959","Drama,Romance,Sci-Fi"
"3135","tt0053140","Peter Finch","nm0002075","actor","1977","tt0074958,tt0054403,tt0061648,tt0067805","49",1977,"Best actor","Network","England",1916,"movie","Operation Amsterdam","1959","Drama,History,War"
"3136","tt0053182","Sidney Poitier","nm0001627","actor","\N","tt0051525,tt0057251,tt0061811,tt0061735","36",1964,"Best actor","Lilies of the Field","Florida",1927,"movie","Porgy and Bess","1959","Drama,Musical,Romance"
"3137","tt0053183","Gregory Peck","nm0000060","actor","2003","tt0056592,tt0046250,tt0077269,tt0038109","35",1963,"Best actor","To Kill a Mockingbird","California",1916,"movie","Pork Chop Hill","1959","Action,Drama,War"
"3138","tt0053203","Ernest Borgnine","nm0000308","actor","2012","tt0119177,tt0082340,tt0048356,tt0069113","28",1956,"Best actor","Marty","Connecticut",1917,"movie","The Rabbit Trap","1959","Drama"
"3139","tt0053221","John Wayne","nm0000078","actor","1979","tt0031971,tt0065126,tt0053580,tt0056217","42",1970,"Best actor","True Grit","Iowa",1907,"movie","Rio Bravo","1959","Action,Drama,Western"
"3140","tt0053226","Simone Signoret","nm0797531","actress","1985","tt0043386,tt0053226,tt0059712,tt0046911","32",1960,"Best actress","Room at the Top","Germany",1921,"movie","Room at the Top","1959","Drama,Romance"
"3141","tt0053245","Bing Crosby","nm0001078","actor","1977","tt0049314,tt0036872,tt0046874,tt0047673","17",1945,"Best actor","Going My Way","Washington",1903,"movie","Say One for Me","1959","Comedy,Musical,Romance"
"3142","tt0053247","Alec Guinness","nm0000027","actor","2000","tt0050212,tt0041546,tt0051739,tt0076759","30",1958,"Best actor","The Bridge On The River Kwai","England",1914,"movie","The Scapegoat","1959","Crime,Mystery,Thriller"
"3143","tt0053247","Bette Davis","nm0000012","actress","1989","tt0042192,tt0031210,tt0056687,tt0035140","8",1936,"Best actress","Dangerous","Massachusetts",1908,"movie","The Scapegoat","1959","Crime,Mystery,Thriller"
"3144","tt0053272","James Cagney","nm0000010","actor","1986","tt0029870,tt0031867,tt0035575,tt0042041","15",1943,"Best actor","Yankee Doodle Dandy","New York",1899,"movie","Shake Hands with the Devil","1959","Action,Drama,History"
"3145","tt0053290","Yul Brynner","nm0000989","actor","1985","tt0049833,tt0070909,tt0054047,tt0049408","29",1957,"Best actor","The King and I","Russia",1915,"movie","Solomon and Sheba","1959","Drama,History,Romance"
"3146","tt0053291","Jack Lemmon","nm0000493","actor","2001","tt0053291,tt0104348,tt0053604,tt0107050","46",1974,"Best actor","Save the Tiger","Massachusetts",1925,"movie","Some Like It Hot","1959","Comedy,Music,Romance"
"3147","tt0053298","Yul Brynner","nm0000989","actor","1985","tt0049833,tt0070909,tt0054047,tt0049408","29",1957,"Best actor","The King and I","Russia",1915,"movie","The Sound and the Fury","1959","Drama"
"3148","tt0053298","Joanne Woodward","nm0940946","actress","\N","tt0107818,tt0063483,tt0051077,tt0068528","30",1958,"Best actress","The Three Faces of Eve","Georgia",1930,"movie","The Sound and the Fury","1959","Drama"
"3149","tt0053318","Elizabeth Taylor","nm0000072","actress","2011","tt0053318,tt0056937,tt0051459,tt0061184","33",1961,"Best actress","Butterfield 8","England",1932,"movie","Suddenly, Last Summer","1959","Drama,Mystery,Thriller"
"3150","tt0053318","Katharine Hepburn","nm0000031","actress","2003","tt0032904,tt0043265,tt0063227,tt0082846","6",1934,"Best actress","Morning Glory","Connecticut",1907,"movie","Suddenly, Last Summer","1959","Drama,Mystery,Thriller"
"3151","tt0053321","Ernest Borgnine","nm0000308","actor","2012","tt0119177,tt0082340,tt0048356,tt0069113","28",1956,"Best actor","Marty","Connecticut",1917,"movie","Season of Passion","1959","Comedy,Drama"
"3152","tt0053349","Sophia Loren","nm0000047","actress","\N","tt0060121,tt0058335,tt0054749,tt0076085","34",1962,"Best actress","Two Women","Italy",1934,"movie","That Kind of Woman","1959","Drama,Romance,War"
"3153","tt0053351","Gary Cooper","nm0000011","actor","1961","tt0044706,tt0027996,tt0035211,tt0034167","14",1942,"Best actor","Sergeant York","Montana",1901,"movie","They Came to Cordura","1959","Adventure,Drama,History"
"3154","tt0053359","Susan Hayward","nm0001333","actress","1975","tt0045333,tt0048191,tt0041672,tt0051758","31",1959,"Best actress","I Want to Live!","New York",1917,"movie","Thunder in the Sun","1959","Action,Adventure,History"
"3155","tt0053384","Ingrid Bergman","nm0000006","actress","1982","tt0038109,tt0077711,tt0036855,tt0034583","17",1945,"Best actress","Gaslight","Sweden",1915,"tvEpisode","The Turn of the Screw","1959","Comedy,Drama,Musical"
"3156","tt0053434","Henry Fonda","nm0000020","actor","1982","tt0082846,tt0050083,tt0051207,tt0032551","54",1982,"Best actor","On Golden Pond","Nebraska",1905,"movie","Warlock","1959","Drama,Western"
"3157","tt0053450","Susan Hayward","nm0001333","actress","1975","tt0045333,tt0048191,tt0041672,tt0051758","31",1959,"Best actress","I Want to Live!","New York",1917,"movie","Woman Obsessed","1959","Drama,Romance"
"3158","tt0053455","Charlton Heston","nm0000032","actor","2008","tt0049833,tt0052618,tt0063442,tt0070723","32",1960,"Best actor","Ben-Hur","Illinois",1923,"movie","The Wreck of the Mary Deare","1959","Adventure,Crime,Drama"
"3159","tt0053455","Gary Cooper","nm0000011","actor","1961","tt0044706,tt0027996,tt0035211,tt0034167","14",1942,"Best actor","Sergeant York","Montana",1901,"movie","The Wreck of the Mary Deare","1959","Adventure,Crime,Drama"
"3160","tt0053462","Paul Newman","nm0000056","actor","2008","tt0084855,tt0061512,tt0054997,tt0257044","59",1987,"Best actor","The Color of Money","Ohio",1925,"movie","The Young Philadelphians","1959","Drama"
"3161","tt0053527","Cliff Robertson","nm0731772","actor","2011","tt0145487,tt0116225,tt0073802,tt0316654","41",1969,"Best actor","Charly","California",1925,"tvSeries","Outlaws","1960","Western"
"3162","tt0053570","Simone Signoret","nm0797531","actress","1985","tt0043386,tt0053226,tt0059712,tt0046911","32",1960,"Best actress","Room at the Top","Germany",1921,"movie","Adua e le compagne","1960","Comedy,Drama"
"3163","tt0053580","John Wayne","nm0000078","actor","1979","tt0031971,tt0065126,tt0053580,tt0056217","42",1970,"Best actor","True Grit","Iowa",1907,"movie","The Alamo","1960","Adventure,Drama,History"
"3164","tt0053583","Sidney Poitier","nm0001627","actor","\N","tt0051525,tt0057251,tt0061811,tt0061735","36",1964,"Best actor","Lilies of the Field","Florida",1927,"movie","All the Young Men","1960","Action,Drama,War"
"3165","tt0053604","Shirley MacLaine","nm0000511","actress","\N","tt0048750,tt0053604,tt0086425,tt0098384","56",1984,"Best actress","Terms of Endearment","Virginia",1934,"movie","The Apartment","1960","Comedy,Drama,Romance"
"3166","tt0053604","Jack Lemmon","nm0000493","actor","2001","tt0053291,tt0104348,tt0053604,tt0107050","46",1974,"Best actor","Save the Tiger","Massachusetts",1925,"movie","The Apartment","1960","Comedy,Drama,Romance"
"3167","tt0053622","Elizabeth Taylor","nm0000072","actress","2011","tt0053318,tt0056937,tt0051459,tt0061184","33",1961,"Best actress","Butterfield 8","England",1932,"movie","BUtterfield 8","1960","Drama,Romance"
"3168","tt0053645","Judy Holliday","nm0391062","actress","1965","tt0053645,tt0042276,tt0041090,tt0047123","23",1951,"Best actress","Born Yesterday","New York",1921,"movie","Bells Are Ringing","1960","Comedy,Musical,Romance"
"3169","tt0053675","Sophia Loren","nm0000047","actress","\N","tt0060121,tt0058335,tt0054749,tt0076085","34",1962,"Best actress","Two Women","Italy",1934,"movie","A Breath of Scandal","1960","Comedy,Drama,Romance"
"3170","tt0053690","Shirley MacLaine","nm0000511","actress","\N","tt0048750,tt0053604,tt0086425,tt0098384","56",1984,"Best actress","Terms of Endearment","Virginia",1934,"movie","Can-Can","1960","Comedy,Musical"
"3171","tt0053793","Burt Lancaster","nm0000044","actor","1994","tt0045793,tt0051036,tt0050468,tt0080388","33",1961,"Best actor","Elmer Gantry","New York",1913,"movie","Elmer Gantry","1960","Drama"
