nconst,name,category,actbirthplace,actbirthyear,tconst,movietitle,movieyear,titletype,genres
nm0002183,George Arliss,actor,England,1868,tt0028807,Doctor Syn,1937,movie,"Adventure,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt2297888,Walter and Lavina,1951,tvEpisode,"Drama,Family"
nm0001715,George C. Scott,actor,Virginia,1927,tt0974269,The Empty Chair,1958,tvEpisode,"Drama,History,Music"
nm0001715,George C. Scott,actor,Virginia,1927,tt0212410,The Outcasts of Poker Flat,1958,tvMovie,Western
nm0001715,George C. Scott,actor,Virginia,1927,tt0737209,Trap for a Stranger,1959,tvEpisode,"Comedy,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt0052876,The Hanging Tree,1959,movie,Western
nm0001715,George C. Scott,actor,Virginia,1927,tt0713097,People Kill People Sometimes,1959,tvEpisode,"Biography,Comedy,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt0207422,Don Juan in Hell,1960,tvMovie,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt0675375,Don Juan in Hell,1960,tvEpisode,"Comedy,Drama,Fantasy"
nm0001715,George C. Scott,actor,Virginia,1927,tt0054997,The Hustler,1961,movie,"Drama,Sport"
nm0001715,George C. Scott,actor,Virginia,1927,tt0054561,The Power and the Glory,1961,tvMovie,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt1136246,The Picture of Dorian Gray,1961,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt1137989,Golden Showcase,1961,tvSeries,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0569819,I Don't Belong in a White-Painted House,1962,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt2093647,Stratford-On-The-Subway,1962,tvEpisode,Documentary
nm0001715,George C. Scott,actor,Virginia,1927,tt0568762,Where's Harry,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568742,Go Fight City Hall,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568749,No Wings at All,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568760,The Sinner,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568764,You Can't Beat the System,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568753,Something for the Girls,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568748,No Hiding Place,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568740,Creeps Live Here,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568763,Who Do You Kill?,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568739,Age of Consent,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0056753,East Side/West Side,1963,tvSeries,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568750,Not Bad for Openers,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568744,I Before E Except After C,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568747,My Child on Monday Morning,1963,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568761,The Street,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568746,"It's War, Man",1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568745,If Your Grandmother Had Wheels,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568759,The Passion of the Nickel Player,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568754,Take Sides with the Sun,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568756,The Beatnik and the Politician,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568751,Nothing But the Half Truth,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568743,Here Today,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568757,The Givers,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568758,The Name of the Game,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,movie,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt0568752,One Drink at a Time,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568741,Don't Grow Old,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0568755,The $5.98 Dress,1964,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0528157,A Time for Killing,1965,tvEpisode,"Adventure,Comedy,Crime"
nm0001715,George C. Scott,actor,Virginia,1927,tt1320024,Freddie at the South Pole or Panhandle with Care,1965,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt0060760,"Not with My Wife, You Don't!",1966,movie,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt0061534,The Crucible,1967,tvMovie,"Drama,History"
nm0001715,George C. Scott,actor,Virginia,1927,tt0061678,The Flim-Flam Man,1967,movie,"Action,Comedy,Crime"
nm0001715,George C. Scott,actor,Virginia,1927,tt0063426,Petulia,1968,movie,"Drama,Romance"
nm0001715,George C. Scott,actor,Virginia,1927,tt0188058,"Mirror, Mirror Off the Wall",1969,tvMovie,Fantasy
nm0001715,George C. Scott,actor,Virginia,1927,tt0065911,Jane Eyre,1970,tvMovie,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0066206,Patton,1970,movie,"Biography,Drama,War"
nm0001715,George C. Scott,actor,Virginia,1927,tt0067611,The Price,1971,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0067217,The Hospital,1971,movie,"Comedy,Drama,Mystery"
nm0001715,George C. Scott,actor,Virginia,1927,tt0595407,The Price,1971,tvMovie,\N
nm0001715,George C. Scott,actor,Virginia,1927,tt0067329,The Last Run,1971,movie,"Action,Crime,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt0067848,They Might Be Giants,1971,movie,"Comedy,Mystery,Romance"
nm0001715,George C. Scott,actor,Virginia,1927,tt0069158,Rage,1972,movie,"Drama,Mystery,Thriller"
nm0001715,George C. Scott,actor,Virginia,1927,tt0068997,The New Centurions,1972,movie,"Action,Crime,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt0069946,The Day of the Dolphin,1973,movie,"Drama,Sci-Fi,Thriller"
nm0001715,George C. Scott,actor,Virginia,1927,tt0070472,Oklahoma Crude,1973,movie,"Comedy,Drama,Western"
nm0001715,George C. Scott,actor,Virginia,1927,tt0072114,The Savage Is Loose,1974,movie,"Adventure,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt0071194,The Bank Shot,1974,movie,"Comedy,Crime"
nm0001715,George C. Scott,actor,Virginia,1927,tt0408366,The American Parade,1974,tvMiniSeries,\N
nm0001715,George C. Scott,actor,Virginia,1927,tt0072977,Fear on Trial,1975,tvMovie,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0073113,The Hindenburg,1975,movie,"Adventure,Drama,History"
nm0001715,George C. Scott,actor,Virginia,1927,tt0074193,Beauty and the Beast,1976,tvMovie,"Family,Fantasy,Romance"
nm0001715,George C. Scott,actor,Virginia,1927,tt0076211,Islands in the Stream,1977,movie,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0077952,Movie Movie,1978,movie,"Comedy,Musical,Sport"
nm0001715,George C. Scott,actor,Virginia,1927,tt0079271,Hardcore,1979,movie,"Crime,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt0080516,The Changeling,1980,movie,"Horror,Mystery"
nm0001715,George C. Scott,actor,Virginia,1927,tt0080754,The Formula,1980,movie,"Crime,Thriller"
nm0001715,George C. Scott,actor,Virginia,1927,tt0083169,Taps,1981,movie,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0084438,Oliver Twist,1982,tvMovie,"Crime,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt0085331,China Rose,1983,tvMovie,"Drama,Mystery"
nm0001715,George C. Scott,actor,Virginia,1927,tt0087056,A Christmas Carol,1984,tvMovie,"Drama,Family,Fantasy"
nm0001715,George C. Scott,actor,Virginia,1927,tt2335426,Episode #1.2,1985,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt1718446,Episode #1.1,1985,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0088579,Mussolini: The Untold Story,1985,tvMiniSeries,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0091383,The Last Days of Patton,1986,tvMovie,"Biography,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt0090835,Choices,1986,tvMovie,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0091574,The Murders in the Rue Morgue,1986,tvMovie,"Crime,Horror,Mystery"
nm0001715,George C. Scott,actor,Virginia,1927,tt1553569,Love's Labor Last,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553568,Loisgate,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553559,Armageddon Kinda Sore,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553561,Dear Sam: Part 1,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553579,"Yes, Mr. President",1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553565,He'll Have to Go,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553571,Private Moments,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553573,The Christmas Story,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553577,The President's Brother,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553567,Lois Gets Lucky,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553560,Cabin Fever,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1480485,Pilot,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553570,Meet the People,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553578,Uncle Sam,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt0092407,Mr. President,1987,tvSeries,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553572,Strange Bedfellows,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553563,Freedom of Speech,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553576,The Magnetic Presidency,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt0093697,Pals,1987,tvMovie,"Adventure,Comedy,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt1553575,The Language Barrier,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553562,Dear Sam: Part 2,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553574,The First Son-in-Law,1987,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553557,A Royal Send Off,1988,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553564,Get a Job,1988,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553566,Insecurity,1988,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt1553558,All About Jean,1988,tvEpisode,Comedy
nm0001715,George C. Scott,actor,Virginia,1927,tt0099528,The Exorcist III,1990,movie,"Drama,Horror,Mystery"
nm0001715,George C. Scott,actor,Virginia,1927,tt0099405,Descending Angel,1990,tvMovie,"Drama,Thriller,War"
nm0001715,George C. Scott,actor,Virginia,1927,tt0235914,Brute Force,1991,tvSeries,"Documentary,History,War"
nm0001715,George C. Scott,actor,Virginia,1927,tt0101878,Finding the Way Home,1991,tvMovie,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0106633,Curacao,1993,tvMovie,"Action,Adventure,Thriller"
nm0001715,George C. Scott,actor,Virginia,1927,tt0733235,Make Way for Duckling,1994,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0733236,Triage,1994,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt1026372,The 24/24 Hour Rule,1994,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0733237,White Center,1994,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt1236155,Retirement Party,1994,tvEpisode,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0108969,Traps,1994,tvSeries,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0114759,Tyson,1995,tvMovie,"Biography,Drama,Sport"
nm0001715,George C. Scott,actor,Virginia,1927,tt0112368,Angus,1995,movie,"Comedy,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt0112094,New York News,1995,tvSeries,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt0118891,Country Justice,1996,tvMovie,Drama
nm0001715,George C. Scott,actor,Virginia,1927,tt4262282,Part 2,1996,tvEpisode,"Action,Drama,History"
nm0001715,George C. Scott,actor,Virginia,1927,tt4262280,Part 1,1996,tvEpisode,"Action,Drama,History"
nm0001715,George C. Scott,actor,Virginia,1927,tt0115392,Titanic,1996,tvMiniSeries,"Action,Drama,History"
nm0001715,George C. Scott,actor,Virginia,1927,tt0326119,The Searchers,1997,tvMovie,Documentary
nm0001715,George C. Scott,actor,Virginia,1927,tt0118528,12 Angry Men,1997,tvMovie,"Crime,Drama"
nm0001715,George C. Scott,actor,Virginia,1927,tt0196632,Inherit the Wind,1999,tvMovie,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0712559,The Shadowy Third,1952,tvEpisode,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0637898,The Lesson,1952,tvEpisode,"Comedy,Drama"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0687550,The Fall Guy,1952,tvEpisode,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0045883,Hondo,1953,movie,"Drama,Romance,War"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0674322,Miss Look-Alike,1954,tvEpisode,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0643483,An Apple for Miss Myrtle,1955,tvEpisode,"Drama,Horror,Mystery"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0386991,Windows,1955,tvSeries,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0749184,A Domestic Dilemma,1955,tvEpisode,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0622297,Fire and Ice,1957,tvEpisode,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0737153,The Hill Wife,1957,tvEpisode,"Comedy,Drama"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0586226,No Hiding Place,1958,tvEpisode,"Comedy,Drama"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0675598,Portrait of a Murderer,1958,tvEpisode,"Comedy,Crime,Drama"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0713097,People Kill People Sometimes,1959,tvEpisode,"Biography,Comedy,Drama"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0055489,Summer and Smoke,1961,movie,"Drama,Romance"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0056541,Sweet Bird of Youth,1962,movie,"Drama,Romance"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0057598,Toys in the Attic,1963,movie,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0057999,Dear Heart,1964,movie,"Comedy,Family"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0061209,You're a Big Boy Now,1966,movie,"Comedy,Drama,Romance"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0197270,Barefoot in Athens,1966,tvMovie,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0061092,The Three Sisters,1966,movie,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0233023,ABC Stage 67,1966,tvSeries,"Comedy,Drama,Musical"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0179551,A Christmas Memory,1966,tvEpisode,"Comedy,Drama,Musical"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0061468,Monday's Child,1967,movie,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0324218,The Thanksgiving Visitor,1968,tvMovie,Biography
nm0656183,Geraldine Page,actress,Missouri,1924,tt0165996,Trilogy,1969,movie,"Drama,Romance"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0065327,Night Gallery,1969,tvSeries,"Drama,Fantasy,Horror"
nm0656183,Geraldine Page,actress,Missouri,1924,tt1357868,Little Women,1969,tvEpisode,Family
nm0656183,Geraldine Page,actress,Missouri,1924,tt0065206,What Ever Happened to Aunt Alice?,1969,movie,"Crime,Drama,Mystery"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0066819,The Beguiled,1971,movie,"Drama,Thriller,War"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0067258,J W Coop,1971,movie,"Drama,Western"
nm0656183,Geraldine Page,actress,Missouri,1924,tt2123206,Hollywood Television Theater: Two by Chekhov,1972,tvMovie,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0660801,Deliveries in the Rear/Stop Killing Me/Dead Weight,1972,tvEpisode,"Drama,Fantasy,Horror"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0587885,Touch of Madness,1972,tvEpisode,"Drama,Horror,Mystery"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0645336,Betrayed,1972,tvEpisode,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0660871,The Sins of the Fathers/You Can't Get Help Like That Anymore,1972,tvEpisode,"Drama,Fantasy,Horror"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0069080,Pete 'n' Tillie,1972,movie,"Comedy,Drama,Romance"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0070164,Happy as the Grass Was Green,1973,movie,"Drama,Romance"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0660837,Something in the Woodwork,1973,tvEpisode,"Drama,Fantasy,Horror"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0076440,Nasty Habits,1977,movie,Comedy
nm0656183,Geraldine Page,actress,Missouri,1924,tt0076618,The Rescuers,1977,movie,"Adventure,Animation,Comedy"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0076738,Something for Joey,1977,tvMovie,"Drama,Sport"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0077742,Interiors,1978,movie,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0082503,Harry's War,1981,movie,"Comedy,Drama"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0637252,Pilot,1983,tvEpisode,"Drama,Romance"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0087932,The Pope of Greenwich Village,1984,movie,"Action,Comedy,Crime"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0602213,W.G.O.D.,1985,tvEpisode,"Drama,Horror,Mystery"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0090286,Walls of Glass,1985,movie,"Comedy,Drama,Romance"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0090203,The Trip to Bountiful,1985,movie,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0091616,Nazi Hunter: The Beate Klarsfeld Story,1986,tvMovie,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0091583,My Little Girl,1986,movie,Drama
nm0656183,Geraldine Page,actress,Missouri,1924,tt0091613,Native Son,1986,movie,"Drama,Romance"
nm0656183,Geraldine Page,actress,Missouri,1924,tt0425404,Riders to the Sea,1987,movie,Drama
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0019808,A Day of a Man of Affairs,1929,short,Short
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0021568,Young Man of Manhattan,1930,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0021196,Office Blues,1930,short,"Comedy,Musical,Short"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0020895,Follow the Leader,1930,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0021334,The Sap from Syracuse,1930,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0021279,Queen High,1930,movie,"Comedy,Musical"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0019744,Campus Sweethearts,1930,short,Short
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0020219,A Night in a Dormitory,1930,short,"Comedy,Musical,Short"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0022484,The Tip-Off,1931,movie,"Comedy,Crime"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0022180,Suicide Fleet,1931,movie,"Comedy,Drama,War"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0023560,The Tenderfoot,1932,movie,"Comedy,Western"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0022748,Carnival Boat,1932,movie,"Adventure,Drama,Music"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0022978,Hat Check Girl,1932,movie,Comedy
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0023583,The Thirteenth Guest,1932,movie,"Drama,Mystery,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0023716,You Said a Mouthful,1932,movie,Comedy
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0023880,Chance at Heaven,1933,movie,"Drama,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0023957,Don't Bet on Love,1933,movie,"Comedy,Drama"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0023846,Broadway Bad,1933,movie,"Drama,Music"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0024025,Flying Down to Rio,1933,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0024484,Rafter Romance,1933,movie,"Comedy,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0024476,Professional Sweetheart,1933,movie,"Comedy,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0024570,Sitting Pretty,1933,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0024554,A Shriek in the Night,1933,movie,"Crime,Mystery,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0025117,Finishing School,1934,movie,"Drama,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0024965,Change of Heart,1934,movie,"Drama,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0025920,Twenty Million Sweethearts,1934,movie,"Comedy,Musical"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0025935,Upperworld,1934,movie,"Crime,Drama,Music"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0025164,The Gay Divorcee,1934,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0027040,Star of Midnight,1935,movie,"Comedy,Mystery,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0025731,Romance in Manhattan,1935,movie,"Comedy,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0026942,Roberta,1935,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0026525,In Person,1935,movie,"Comedy,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0027125,Top Hat,1935,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0028333,Swing Time,1936,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0027630,Follow the Fleet,1936,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0994921,"Screen Snapshots Series 16, No. 12",1937,short,"Documentary,Short,Sport"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0029604,Stage Door,1937,movie,"Comedy,Drama"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0029546,Shall We Dance,1937,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0030216,Having Wonderful Time,1938,movie,"Comedy,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0029971,Carefree,1938,movie,"Comedy,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0030944,Vivacious Lady,1938,movie,"Comedy,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0031302,Fifth Avenue Girl,1939,movie,"Comedy,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0031983,The Story of Vernon and Irene Castle,1939,movie,"Biography,Drama,Musical"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0031067,Bachelor Mother,1939,movie,"Comedy,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0032946,Primrose Path,1940,movie,"Drama,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0032671,Kitty Foyle,1940,movie,"Drama,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0032733,Lucky Partners,1940,movie,"Comedy,Drama,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0034299,"Tom, Dick and Harry",1941,movie,"Comedy,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0035151,Once Upon a Honeymoon,1942,movie,"Adventure,Comedy,Drama"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0035272,Roxie Hart,1942,movie,"Comedy,Crime,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0035019,The Major and the Minor,1942,movie,"Comedy,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0035281,Safeguarding Military Information,1942,short,"Documentary,Short"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0035415,Tales of Manhattan,1942,movie,"Comedy,Drama,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0036418,Tender Comrade,1943,movie,"Drama,Romance,War"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0035666,Battle Stations,1944,short,"Documentary,Short,War"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0036940,I'll Be Seeing You,1944,movie,"Drama,Family,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0037000,Lady in the Dark,1944,movie,"Drama,Musical,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0038239,Week-End at the Waldorf,1945,movie,"Comedy,Drama,Musical"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0038592,Heartbeat,1946,movie,"Drama,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0038715,Magnificent Doll,1946,movie,"Drama,History"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0039500,It Had to Be You,1947,movie,"Comedy,Fantasy,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0041158,The Barkleys of Broadway,1949,movie,"Comedy,Musical"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0042841,Perfect Strangers,1950,movie,"Drama,Romance"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0044075,Storm Warning,1951,movie,"Crime,Drama,Film-Noir"
nm0001677,Ginger Rogers,actress,Missouri,1911,tt0043603,The Groom Wore Spurs,1951,movie,Comedy
